ID,Location,Date,Time,Replicate,Collecter,Type,Comment,"This cell checks to make sure the ID and the Sample Name match - If its blank, its good!",Analyzed on Machine,Sample Name,Processed Delta 2H,Processed Delta 2H StDev,Processed Delta 18O,Processed Delta 18O StDev,Processed Delta 17O,Processed Delta 17O StDev,Comments,,
686,Horse Up,1/26/2024,10:41:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,686,-53.033746,5.30E-01,-7.723378,2.93E-01,-4.151679,1.51E-01,"2 18ck, 2 fvol",,
774,Horse Up,2/24/2024,10:12:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,774,-78.492929,5.21E-01,-9.884279,6.14E-02,-5.478737,4.67E-02,,,
822,Horse Up,3/16/2024,10:03:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,822,-60.629894,7.13E-01,-8.851246,6.73E-02,-4.737812,4.87E-02,,,
835,Horse Up,4/21/2024,9:50:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,835,-53.085142,9.19E-01,-7.606054,1.13E-01,-4.097828,4.52E-02,4 2Hck,,
855,Horse Up,5/4/2024,10:20:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,855,-53.21339,2.01E-01,-7.540081,1.17E-01,-3.561865,1.04E-01,1 fvol,,
936,Horse Up,6/4/2024,10:12:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,936,-56.446297,1.45E-01,-8.403119,6.40E-02,-4.356586,4.91E-02,,,
1100,Horse Up,7/2/2024,9:48:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1100,-29.748327,4.45E-01,-4.948563,5.09E-02,-2.605898,3.46E-02,,,
1279,Horse Up,8/7/2024,10:31:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1279,-34.034914,3.88E-01,-5.971602,5.56E-02,-2.924058,3.57E-02,,,
1466,Horse Up,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1466,-34.449865,7.66E-01,-3.921298,8.80E-02,-1.902179,9.48E-02,,,
1496,Kelly Creek,5/27/2024,12:57:00 PM,8B,Anton Schreder,Stream ,,,11/21/2024,1496,-65.413896,1.52E-01,-9.927083,1.84E-02,-5.323732,3.23E-02,,,
1486,Kelly Creek ,4/28/2024,12:26:00 PM,8A,Anton Schreder/Bahar,Stream,,,11/21/2024,1486,-66.206388,5.94E-01,-9.840917,9.68E-02,-5.207836,4.88E-02,,,
1505,Kelly Creek ,6/30/2024,,8C,Anton Schreder,Stream,,,11/21/2024,1505,-65.885231,1.43E-01,-9.677432,5.90E-02,-5.050872,5.77E-02,,,
1513,Kelly Creek ,7/28/2024,,8D,Anton Schreder,Stream,,,11/22/2024,1513,-66.860333,1.24E-01,-9.116156,1.22E-02,-4.687017,1.80E-02,,,
1520,Kelly Creek ,9/1/2024,11:49:00 AM,8E,Anton Schreder,Stream,,,11/22/2024,1520,-66.754411,2.19E-01,-8.924093,4.15E-02,-4.691664,3.52E-02,,,
1531,Kelly Creek ,10/13/2024,12:13:00 PM,8F,Anton Schreder ,Stream,,,11/22/2024,1531,-66.991609,2.43E-01,-8.689722,4.21E-02,-4.328203,5.15E-02,,,
795,Kenya - Borehole #1,8/1/2022,8:30:00 AM,3,TRR,Borehole,For Dr. Kumpel,,4/23/2024,795,-25.405216,6.94E-01,-5.423668,6.48E-02,-2.517311,6.36E-02,,,
796,Kenya - Borehole #1,8/1/2022,8:30:00 AM,4,TRR,Borehole,For Dr. Kumpel,,4/23/2024,796,-25.816794,6.77E-01,-5.343974,8.12E-02,-2.526654,3.91E-02,,,
794,Kenya - Borehole #1,8/1/2022,8:30:00 AM,2,TRR,Borehole,For Dr. Kumpel,,4/23/2024,794,-23.189774,6.58E-01,-5.338833,1.45E-01,-2.531685,4.22E-02,,,
797,Kenya - Borehole #1,8/1/2022,8:30:00 AM,5,TRR,Borehole,For Dr. Kumpel,,4/23/2024,797,-24.861806,1.02E+00,-5.237287,1.26E-01,-2.556837,9.04E-02,4 2Hck,,
793,Kenya - Borehole #1,8/1/2022,8:30:00 AM,1,TRR,Borehole,For Dr. Kumpel,,4/23/2024,793,-26.893432,6.14E-01,-5.192299,1.25E-01,-2.450716,2.66E-02,pres,,
798,Kenya - Borehole #1,8/1/2022,8:30:00 AM,6,TRR,Borehole,For Dr. Kumpel,,4/23/2024,798,-23.652798,2.31E-01,-5.116461,1.65E-02,-2.482816,4.20E-02,,,
799,Kenya - Borehole #1,8/1/2022,8:30:00 AM,7,TRR,Borehole,For Dr. Kumpel,,4/23/2024,799,-16.979141,4.78E-01,-4.993063,8.91E-02,-2.441134,2.00E-02,,,
800,Kenya - Borehole #1,8/1/2022,8:30:00 AM,8,TRR,Borehole,For Dr. Kumpel,,4/25/2024,800,-26.603355,2.11E-01,-4.647122,7.05E-02,-2.820237,2.13E-02,,,
807,Kenya - Borehole #2,8/1/2022,8:30:00 AM,7,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,807,-26.577604,3.51E-01,-4.699669,7.77E-02,-2.810473,3.12E-02,,,
808,Kenya - Borehole #2,8/1/2022,8:30:00 AM,8,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,808,-24.575472,4.56E-01,-4.698355,7.63E-02,-2.7756,9.45E-02,,,
811,Kenya - Borehole #2,8/1/2022,8:30:00 AM,11,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,811,-26.283078,2.40E-01,-4.679964,8.82E-02,-2.77281,5.95E-02,2 fvol,,
801,Kenya - Borehole #2,8/1/2022,8:30:00 AM,1,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,801,-25.969239,3.88E-01,-4.674709,7.65E-02,-2.871151,3.80E-02,,,
805,Kenya - Borehole #2,8/1/2022,8:30:00 AM,5,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,805,-24.728368,5.72E-01,-4.669455,8.09E-02,-2.836278,3.66E-02,,,
809,Kenya - Borehole #2,8/1/2022,8:30:00 AM,9,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,809,-26.220311,1.65E-01,-4.668141,5.21E-02,-2.759559,5.30E-02,,,
802,Kenya - Borehole #2,8/1/2022,8:30:00 AM,2,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,802,-26.126964,3.35E-01,-4.665514,4.12E-02,-2.883008,3.41E-02,,,
810,Kenya - Borehole #2,8/1/2022,8:30:00 AM,10,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,810,-26.464944,4.23E-01,-4.662886,9.38E-02,-2.752584,2.21E-02,,,
806,Kenya - Borehole #2,8/1/2022,8:30:00 AM,6,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,806,-23.725693,9.63E-02,-4.637927,6.02E-02,-2.735845,7.39E-02,,,
804,Kenya - Borehole #2,8/1/2022,8:30:00 AM,4,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,804,-24.701008,2.63E-01,-4.636613,5.78E-02,-2.772113,2.24E-02,,,
803,Kenya - Borehole #2,8/1/2022,8:30:00 AM,3,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,803,-24.279337,3.83E-01,-4.636613,2.68E-02,-2.820237,3.09E-02,,,
812,Kenya - Borehole #2,8/1/2022,8:30:00 AM,12,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,812,-25.959583,5.86E-01,-4.566989,3.18E-02,-2.654941,3.44E-02,,,
813,Kenya - Borehole #3,8/1/2022,8:30:00 AM,1,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,813,-26.542197,8.92E-01,-4.526266,1.01E-01,-2.70167,7.46E-02,4 2Hck,,
814,Kenya - Borehole #3,8/1/2022,8:30:00 AM,2,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,814,-26.373206,2.69E-01,-4.475034,8.66E-02,-2.708644,7.92E-02,,,
815,Kenya - Borehole #3,8/1/2022,8:30:00 AM,3,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,815,-26.452069,3.54E-01,-4.439565,4.30E-02,-2.741425,5.21E-02,,,
816,Kenya - Borehole #3,8/1/2022,8:30:00 AM,4,"Naviasha, Tom",Borehole,For Dr. Kumpel,,4/25/2024,816,-26.782002,5.11E-01,-4.291122,9.41E-02,-2.769323,7.22E-02,,,
1483,Kinni Fishing ,4/28/2024,,5A,Anton Schreder/Bahar,Stream,,,11/21/2024,1483,-65.168179,4.16E-01,-9.5771,5.72E-02,-5.000252,5.33E-02,,,
1502,Kinni Fishing ,6/30/2024,,5C,Anton Schreder ,Stream,,,11/21/2024,1502,-64.329766,4.07E-01,-9.178626,7.95E-02,-4.682676,3.02E-02,,,
1510,Kinni Fishing ,7/28/2024,,5D,Anton Schreder,Stream,,,11/22/2024,1510,-65.78043,2.09E-01,-8.921516,4.46E-02,-4.562731,1.91E-02,,,
1517,Kinni Fishing ,9/1/2024,`10:46:00 AM,5E,Anton Schreder,Stream,,,11/22/2024,1517,-65.044148,3.47E-01,-8.599529,4.35E-02,-4.531267,5.26E-02,,,
1528,Kinni Fishing ,10/13/2024,11:20:00 AM,5F,Anton Schreder ,Stream,,,11/22/2024,1528,-66.03533,2.06E-01,-8.680191,2.52E-02,-4.40354,2.53E-02,,,
1493,Kinni State Park,5/27/2024,AM ,5B,Anton Schreder,Stream ,,,11/21/2024,1493,-64.320422,4.15E-01,-10.020387,5.64E-02,-5.454087,3.34E-02,,,
1492,Kinni State Park,5/27/2024,AM ,4B,Anton Schreder ,Stream,,,11/21/2024,1492,-64.91509,1.34E-01,-9.992798,5.18E-02,-5.488205,3.09E-02,,,
1527,Kinni State Park,10/13/2024,10:43:00 AM,4F,Anton Schreder ,Stream,,,11/22/2024,1527,-60.15508,1.20E-01,-8.522914,5.78E-02,-4.31199,3.39E-02,,,
1482,Kinni State Park ,4/28/2024,,4A,Anton Schreder/Bahar,Stream,,,11/21/2024,1482,-65.255705,1.63E-01,-9.518412,5.48E-02,-5.004893,1.39E-02,,,
1501,Kinni State Park ,6/30/2024,,4C,Anton Schreder,Stream ,,,11/21/2024,1501,-63.939746,2.30E-01,-9.147974,2.84E-02,-4.624847,4.27E-02,,,
1509,Kinni State Park ,7/28/2024,,4D,Anton Schreder,Stream,,,11/22/2024,1509,-65.761087,3.90E-01,-8.873186,8.08E-02,-4.531143,5.80E-02,,,
1516,Kinni State Park ,9/1/2024,10:18:00 AM,4E,Anton Schreder,Stream,,,11/22/2024,1516,-64.119668,1.81E-01,-8.544558,3.54E-02,-4.551666,3.40E-02,,,
125,Knightly,5/27/2021,10:40:00 AM,1,-,Surface,,,9/15/2023,125,-11.826586,7.43E-01,-8.11397,9.82E-02,-4.29E+00,7.60E-03,Block Standardization,,
127,Knightly,6/16/2021,1:40:00 PM,1,-,Surface,,,9/15/2023,127,-57.937264,3.76E-01,-8.337654,4.23E-02,-4.38E+00,2.61E-02,Block Standardization,,
137,Knightly,7/1/2021,-,1,CDG,Stream,,,9/18/2023,137,-3.681822,4.50E-01,-7.164526,8.70E-02,-3.80E+00,6.51E-02,Block Standardization,,
153,Knightly,7/22/2021,-,1,CDG,Surface,,,9/20/2023,153,-8.050905,2.11E-01,-8.13765,6.72E-02,-4.33E+00,2.55E-02,Block Standardization,,
160,Knightly,8/24/2021,9:55:00 AM,-,-,-,,,9/21/2023,160,-21.709979,4.33E-01,-7.728313,1.93E-02,-4.03E+00,1.37E-02,Block Standardization,,
262,Knightly,9/22/2021,3:30:00 PM,1,JJ,Stream,,,10/3/2023,262,-0.89711,1.73E-01,-8.16517,3.44E-02,-4.51E+00,8.34E-02,Block Standardization,,
174,Knightly,11/20/2021,-,1,AKS,Stream,,,9/25/2023,174,-52.603811,2.68E-01,-8.295048,3.06E-02,-4.35E+00,2.24E-02,Block Standardization,,
182,Knightly,12/4/2021,3:30:00 PM,1,TN,Stream,,,9/25/2023,182,-56.669232,1.12E-01,-8.636117,8.64E-03,-4.48E+00,2.56E-02,Block Standardization,,
285,Knightly,3/5/2022,2:42:00 PM,1,"AKS, TN",Stream,,,11/3/2023,285,-21.162933,4.41E-01,-8.166198,7.58E-02,-4.20E+00,4.47E-02,Block Standardization,,
298,Knightly,4/2/2022,3:39:00 PM,1,"AKS, TN",Stream,,,11/10/2023,298,-13.790361,7.21E-01,-8.104737,9.83E-02,-4.22E+00,4.48E-02,Block Standardization,,
311,Knightly,5/27/2022,2:45:00 PM,1,"TN, CDG",Stream,,,11/15/2023,311,-52.720421,2.60E-01,-8.572969,4.37E-02,-4.38E+00,2.87E-02,,,
324,Knightly,6/29/2022,4:24:00 PM,1,"TN, JB",Stream,,,11/14/2023,324,-7.746394,4.14E-01,-8.321743,4.01E-02,-4.33E+00,4.89E-02,,,
335,Knightly,7/21/2022,12:56:00 PM,1,"TN, JB",Stream,,,11/17/2023,335,-37.816905,3.37E-01,-7.252489,7.67E-02,NaN,8.16E-02,,,
351,Knightly,9/12/2022,12:08:00 PM,1,"TN, JB",Stream,,,11/20/2023,351,-31.0881,5.43E-01,-8.467167,6.40E-02,-4.44E+00,7.12E-02,,,
390,Knightly,10/17/2022,1:46:00 PM,1,"TN, JB",Stream,,,11/28/2023,390,-44.437252,2.03E-01,-8.009421,5.77E-02,-4.56E+00,2.90E-02,,,
403,Knightly,11/11/2022,3:16:00 PM,1,"TN, ER, JB",Stream,,,11/29/2023,403,-37.168736,4.38E-01,-8.179519,5.29E-02,-4.57E+00,4.62E-02,,,
415,Knightly,12/12/2022,2:03:00 PM,1,"TN, JB",Stream,,,2/22/2024,415,-44.871835,9.66E-01,-8.588628,5.53E-02,-4.51E+00,3.81E-02,4 2Hck,,
434,Knightly,1/30/2023,12:55:00 PM,1,"TN, JB",Stream,,,11/29/2023,434,-45.122371,0.00E+00,-8.589838,0.00E+00,-4.78E+00,0.00E+00,3 fvol,,
453,Knightly,2/18/2023,2:57:00 PM,1,"TN, ER",Stream,,,11/30/2023,453,-46.060553,1.95E-01,-8.187547,1.75E-02,-4.73E+00,8.46E-03,1 fvol,,
469,Knightly,3/11/2023,12:49:00 PM,1,"TN, JB, CL",Stream,,,12/1/2023,469,-45.333137,4.08E-01,-8.294778,2.02E-02,-4.36E+00,3.59E-02,,,
491,Knightly,4/22/2023,1:42:00 PM,1,"TN, JB, CDG",Stream,,,12/4/2023,491,-53.231391,7.23E-01,-8.462717,1.42E-01,-4.376468,8.68E-02,,,
514,Knightly,5/21/2023,12:57:00 PM,1,"TN, NO",Stream,,,2/1/2024,514,-45.500042,6.08E-01,-7.611726,9.16E-02,-3.991835,3.63E-02,,,
527,Knightly,6/14/2023,11:00:00 AM,1,CDG,Stream,,,2/6/2024,527,-42.241889,4.32E-01,-8.230129,5.42E-02,-4.329304,8.47E-02,,,
561,Knightly,7/28/2023,4:15:00 PM,1,"TN, S",Stream,,,2/7/2024,561,-35.40059,0.00E+00,-8.406022,0.00E+00,-4.27532,0.00E+00,3 fvol,,
574,Knightly,8/29/2023,2:59:00 PM,1,"TN, S",Stream,,,2/8/2024,574,-48.797864,0.00E+00,-7.986975,0.00E+00,-4.25811,0.00E+00,3 fvol,,
587,Knightly,9/22/2023,2:24:00 PM,1,"TN, TH",Stream,,,2/8/2024,587,-47.507876,5.38E-01,-8.247238,6.78E-02,-4.098266,3.95E-02,,,
649,Knightly,10/21/2023,3:05:00 PM,1,"TN, BD",Stream,,,2/15/2024,649,-53.840006,1.65E-01,-8.453834,9.59E-02,-6.49831,8.03E-02,fvol,,
662,Knightly,11/19/2023,2:04:00 PM,1,"TN, RV",Stream,,,2/20/2024,662,-53.160007,6.76E-01,-7.71465,7.32E-02,-5.756904,5.08E-02,,,
675,Knightly,12/6/2023,11:21:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,675,-48.802417,4.29E-01,-7.758289,5.72E-02,-5.090178,2.28E-02,,,
688,Knightly,1/26/2024,12:46:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,688,-63.727,0.00E+00,-9.092397,0.00E+00,-4.904434,0.00E+00,3 fvol,,
776,Knightly,2/24/2024,10:52:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,776,-73.765908,3.27E-01,-8.837547,5.86E-02,-4.966244,3.94E-02,,,
824,Knightly,3/16/2024,10:48:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,824,-57.863871,6.67E-01,-8.486518,1.05E-01,-4.536826,4.76E-02,,,
837,Knightly,4/21/2024,11:02:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,837,-58.729767,4.62E-01,-8.333621,8.27E-02,-4.423408,4.84E-02,,,
857,Knightly,5/4/2024,10:42:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,857,-59.375695,6.63E-01,-8.702307,5.19E-02,-4.245633,6.84E-02,1 fvol,,
938,Knightly,6/4/2024,11:29:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,938,-53.04942,2.30E-01,-8.326407,1.11E-01,-4.353894,6.62E-02,,,
1102,Knightly,7/2/2024,11:03:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1102,-51.929165,3.48E-01,-7.917533,1.73E-02,-4.313668,1.59E-02,,,
1281,Knightly,8/7/2024,11:06:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1281,-53.988558,2.41E-01,-8.504813,7.42E-02,-4.368642,5.66E-02,,,
1468,Knightly,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1468,-53.643739,5.83E-01,-7.38796,1.26E-01,-3.712052,6.06E-02,,,
640,Knightly ,10/21/2021,10:20:00 AM,1,-,Stream,,,2/15/2024,640,-0.507111,5.34E-01,-7.654107,5.99E-02,-5.882541,5.77E-02,fvol,,
116,Lake Warner Out,5/27/2021,10:12:00 AM,1,-,Surface,,,12/13/2022,116,-52.39758,1.98E-01,-8.221548,2.58E-02,-4.34E+00,1.79E-02,Block Standardization,,
152,Lake Warner Out,7/22/2021,-,1,CDG,Surface,,,9/20/2023,152,-46.74384,3.94E-01,-7.818233,2.17E-02,-4.19E+00,2.82E-02,Block Standardization,,
263,Lake Warner Out,9/22/2021,3:10:00 PM,1,JJ,Stream,,,10/3/2023,263,-4.12351,2.31E-01,-7.92907,3.59E-02,-4.50E+00,6.49E-02,Block Standardization,,
187,Lake Warner Out,12/4/2021,4:00:00 PM,1,TN,Stream,,,9/28/2023,187,-39.37769,1.56E-01,-8.174872,2.59E-02,-4.37E+00,1.58E-02,Block Standardization,,
274,Lake Warner Out,2/12/2022,3:23:00 PM,1,"AKS, TN",Stream,,,11/3/2023,274,-26.707491,5.20E-01,-8.446495,3.11E-02,-4.45E+00,7.97E-02,"Block Standardization, 3 intf, 1 fvol",,
312,Lake Warner Out,5/27/2022,3:08:00 PM,1,"TN, CDG",Stream,,,3/13/2024,312,-116.363578,3.55E-01,-7.658181,6.98E-02,-4.26E+00,4.02E-02,,,
325,Lake Warner Out,6/29/2022,5:06:00 PM,1,"TN, JB",Stream,,,11/14/2023,325,-14.509247,4.15E-01,-7.319433,6.57E-02,-3.79E+00,2.71E-02,,,
340,Lake Warner Out,7/21/2022,1:18:00 PM,1,"TN, JB",Stream,,,11/17/2023,340,-41.517448,1.98E-01,-4.483035,2.71E-02,NaN,3.39E-02,,,
352,Lake Warner Out,9/12/2022,12:25:00 PM,1,"TN, JB",Stream,,,11/20/2023,352,-38.010181,5.75E-01,-7.553343,5.75E-02,-3.98E+00,4.64E-02,1 svol,,
391,Lake Warner Out,10/17/2022,2:11:00 PM,1,"TN, JB",Stream,,,3/13/2024,391,-106.926004,8.16E-01,-7.524759,4.08E-02,-4.24E+00,2.15E-02,4 2Hck,,
416,Lake Warner Out,12/12/2022,2:29:00 PM,1,"TN, JB",Stream,,,11/29/2023,416,-44.351036,3.59E-01,-7.647387,2.83E-02,-4.32E+00,2.13E-02,,,
435,Lake Warner Out,1/30/2023,1:16:00 PM,1,"TN, JB",Stream,,,11/29/2023,435,-51.40623,4.04E-01,-8.866803,6.78E-02,-4.88E+00,4.55E-02,,,
470,Lake Warner Out,3/11/2023,1:12:00 PM,1,"TN, JB, CL",Stream,,,12/1/2023,470,-23.137465,0.00E+00,-8.128099,0.00E+00,-4.24E+00,0.00E+00,3 fvol,,
492,Lake Warner Out,4/22/2023,2:13:00 PM,1,"TN, JB, CDG",Stream,,,12/4/2023,492,-50.697567,4.37E-01,-8.263899,3.27E-02,-4.310335,4.79E-02,1 fvol,,
515,Lake Warner Out,5/21/2023,1:24:00 PM,1,"TN, NO",Stream,,,2/1/2024,515,-41.831589,5.20E-01,-7.153601,7.71E-02,-3.734012,5.49E-02,,,
529,Lake Warner Out,6/14/2023,12:00:00 PM,1,CDG,Stream,Extra,,2/6/2024,529,-50.236214,6.48E-01,-7.956648,3.06E-02,-4.191925,7.32E-02,,,
528,Lake Warner Out,6/14/2023,-,1,"TN, ACM, CDG",Stream,,,2/6/2024,528,-48.183017,1.30E-01,-7.504162,6.19E-02,-3.917168,4.97E-02,,,
562,Lake Warner Out,7/28/2023,4:36:00 PM,1,"TN, S",Stream,,,2/7/2024,562,-34.350584,8.15E-01,-7.481634,6.13E-02,-3.613472,2.15E-02,"3 2Hck, 1 svol",,
575,Lake Warner Out,8/29/2023,3:50:00 PM,1,"TN, S",Stream,,,2/8/2024,575,-42.314339,6.13E-01,-7.469992,9.28E-02,-3.847342,2.27E-02,1 fvol,,
588,Lake Warner Out,9/22/2023,2:51:00 PM,1,"TN, TH",Stream,,,2/8/2024,588,-42.851696,5.03E-01,-7.091992,1.06E-01,-3.485529,6.57E-02,,,
650,Lake Warner Out,10/21/2023,3:45:00 PM,1,"TN, BD",Stream,,,2/15/2024,650,-48.246749,5.96E-01,-7.865534,9.50E-02,-6.294074,3.14E-02,,,
663,Lake Warner Out,11/19/2023,2:35:00 PM,1,"TN, RV",Stream,,,2/20/2024,663,-48.211585,6.04E-01,-7.229633,4.62E-02,-5.392258,4.26E-02,,,
676,Lake Warner Out,12/6/2023,11:40:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,676,-48.604933,5.59E-01,-7.856788,8.30E-02,-5.052052,3.48E-02,,,
689,Lake Warner Out,1/26/2024,1:03:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,689,-61.285972,1.62E-01,-8.846356,8.00E-02,-4.590297,7.09E-02,fvol,,
777,Lake Warner Out,2/24/2024,11:09:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,777,-74.623488,3.81E-01,-8.953444,4.83E-02,-5.017614,2.84E-02,,,
825,Lake Warner Out,3/16/2024,11:18:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,825,-59.231063,4.65E-01,-8.842225,5.69E-02,-4.706365,4.29E-02,,,
838,Lake Warner Out,4/21/2024,11:17:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,838,-60.035349,4.95E-01,-8.619926,7.76E-02,-4.653835,7.39E-02,fvol,,
858,Lake Warner Out,5/4/2024,11:30:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,858,-58.877693,4.75E-01,-8.70273,3.67E-02,-4.221697,3.71E-02,,,
939,Lake Warner Out,6/4/2024,11:47:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,939,-55.993357,3.69E-01,-8.575217,9.49E-02,-4.496305,3.14E-02,,,
1103,Lake Warner Out,7/2/2024,11:18:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1103,-40.521641,1.00E-01,-6.399494,3.66E-02,-3.505794,2.87E-02,,,
1282,Lake Warner Out,8/7/2024,12:13:00 PM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1282,-43.309994,3.67E-01,-6.957454,3.73E-02,-3.208639,2.77E-02,,,
1469,Lake Warner Out,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1469,-51.005241,1.35E+00,-6.779615,1.13E-01,-3.431033,6.44E-02,4 2Hck,,
1441,Leverett Elementary,11/16/2024,11:17:00 AM,1,"RV, RC",Stream,,,12/3/2024,1441,-54.749317,2.60E-01,-7.647046,4.11E-02,-3.747631,1.65E-02,,,
1311,Leverett pond,8/23/2024,5:11:00 PM,1,"RV, RC",Stream,9: Leverett Pond Boat Launch,,8/26/2024,1311,-36.532166,0.00E+00,-4.668335,0.00E+00,-2.837434,0.00E+00,,,
1440,Leverett Pond Boat Launch,11/16/2024,11:04:00 AM,1,"RV, RC",Stream,,,12/3/2024,1440,-29.287972,3.52E-01,-1.563872,5.71E-02,-0.605237,7.40E-02,,,
918,Margo's Plant,5/8/2024,-,1,MH,Greenhouse Water,"Greenhouse RODI Water, Not filtered",,5/23/2024,918,-60.323422,1.04E+00,-8.288629,1.43E-01,-4.661605,2.72E-02,4 2Hck,,
912,Margo's Plant,5/8/2024,-,1,MH,Plant,E1R1 Filtered - BlueTape,,5/23/2024,912,-60.515381,1.15E+00,-8.180124,1.19E-01,-4.459417,6.73E-02,4 2Hck,,
913,Margo's Plant,5/8/2024,-,2,MH,Plant,"E2R1, Filtered - Green Tape",,5/23/2024,913,-58.061284,6.25E-01,-7.944189,1.41E-01,-4.432227,9.83E-02,,,
914,Margo's Plant,5/8/2024,-,3,MH,Plant,E3R1 Filtered - PinkTape,,5/23/2024,914,-58.544491,6.26E-01,-7.871011,3.10E-02,-4.336013,3.44E-02,,,
916,Margo's Plant,5/8/2024,-,2,MH,Plant,"L2R1, Not filtered - Green Tape",,5/23/2024,916,-52.883355,6.22E-01,-6.310307,4.60E-02,-3.541207,5.60E-02,,,
915,Margo's Plant,5/8/2024,-,1,MH,Plant,L1R1 Not filtered - BlueTape,,5/23/2024,915,-53.148126,3.28E-01,-6.102129,7.39E-02,-3.369696,4.05E-02,,,
917,Margo's Plant,5/8/2024,-,3,MH,Plant,L3R1 Not filtered - PinkTape,,5/23/2024,917,-49.975837,8.38E-01,-5.866195,7.89E-02,-3.287426,8.67E-02,4 2Hck,,
1303,Mill Recreation area,8/23/2024,3:40:00 PM,1,"RV, RC",Stream,1: Enter to the parking lot on the right when entering the Mill River Recreation Area,,8/26/2024,1303,-50.598538,3.10E-01,-7.958064,7.01E-02,-4.374836,6.66E-02,,,
140,Mill River Main Stem,7/1/2021,7:40:00 AM,1,JJ,Stream,,,9/19/2023,140,-6.96296,7.91E-01,-7.008671,7.47E-02,-3.74E+00,3.74E-02,Block Standardization,,
159,Mill River Main Stem,8/24/2021,9:40:00 AM,-,-,-,,,9/20/2023,159,-57.156141,5.18E-02,-7.669517,3.46E-02,-3.91E+00,1.20E-02,Block Standardization,,
141,Mill Rt. 116,7/1/2021,8:00:00 AM,1,JJ,Stream,,,9/19/2023,141,-13.657583,2.31E-01,-7.371756,3.17E-02,-3.91E+00,1.12E-02,Block Standardization,,
166,Mill Rt. 116,8/24/2021,10:55:00 AM,-,-,-,,,9/21/2023,166,-45.388482,2.37E-01,-7.977983,3.67E-02,-4.18E+00,1.52E-02,Block Standardization,,
118,Mill Site,5/27/2021,10:50:00 AM,-,-,Surface,,,12/13/2022,118,-53.908256,3.39E-01,-8.408813,4.00E-02,-4.25E+00,4.25E-02,Block Standardization,,
144,Mill Site,7/22/2021,-,1,CDG,Surface,,,9/19/2023,144,-62.488954,1.53E-01,-8.100509,6.12E-02,-4.28E+00,2.64E-02,Block Standardization,,
181,Mill Site,12/4/2021,2:30:00 PM,1,TN,Stream,,,9/25/2023,181,-55.503397,2.35E-01,-8.612116,3.14E-02,-4.48E+00,3.30E-02,Block Standardization,,
